code,name,market_cap_yi,peak_date,peak_price,low_date,low_price,low_to_peak_pct,mid_start,mid_end,mid_range_pct,mid_trend_pct,range_6m_pct,volume_ratio_6m_vs_prev_6m,latest_price
301278,快可电子,32.8,2022-11-07,98.65,2025-04-07,27.43,27.81,2025-04-07,2026-04-03,81.26,133.28,49.98,3.04,36.56
