code,name,market_cap_yi,peak_date,peak_price,low_date,low_price,low_to_peak_pct,mid_start,mid_end,mid_range_pct,mid_trend_pct,range_6m_pct,volume_ratio_6m_vs_prev_6m,latest_price
300140,节能环境,193.07,2015-06-12,61.5,2021-02-08,4.19,6.81,2021-02-08,2026-02-06,146.06,174.7,38.71,3.43,6.23
