code,name,market_cap_yi,peak_date,peak_price,low_date,low_price,low_to_peak_pct,mid_start,mid_end,mid_range_pct,mid_trend_pct,range_6m_pct,volume_ratio_6m_vs_prev_6m,latest_price
603817,海峡环保,38.42,2017-03-21,28.5,2024-02-07,4.19,14.7,2024-02-07,2026-04-03,116.47,160.86,44.43,3.58,6.74
